key,tables,label1,label2,l2d,label3,label4,shortDesc,sign,unit,tipTitle,mainTip,teamTip,playerTip
atr2FgaS23,"pgps,taps,paps,tgps",FGA,ATR2 FGA (20-30s),1,At Rim FGA (20-30s),At The Rim FGAs with 20-30 Secs on Shot Clock,NA,pos,int,At The Rim FGAs with 20 - 30 Seconds Left on Shot Clock,The total number of field goal attempts at the rim taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
atr2Fgm,"pgps,taps,paps,lu,tgps,oo",FGM,ATR2 FGM,1,At Rim FGM,At The Rim FGM,NA,pos,int,At The Rim Field Goals Made,Field goals made at the rim (within 4.5 feet of the basket).,NA,NA
atr2FgmA,"pgps,taps,paps,tgps",aFGM,ATR2 aFGM,1,Assisted Shots At Rim,Assisted Shots At Rim,NA,pos,int,Assisted Shots At Rim,NA,The total number of assisted shots at the rim made by the team.,The total number of assisted shots at the rim made by the player.
atr2FgmAP100,"taps,paps",aFGM/100,ATR2 aFGM/100,1,Assisted Shots At Rim / 100 Poss,Assisted Shots At Rim / 100 Poss,NA,pos,num,Assisted Shots At Rim / 100 Possessions,NA,"The number of assisted shots at the rim (within 4.5 feet of the basket) made by the team, per 100 possessions played.","The number of assisted shots at the rim made by the player, per 100 possessions played."
atr2FgmAP40,"taps,paps",aFGM/40,ATR2 aFGM/40,1,Assisted Shots At Rim / 40 Mins,Assisted Shots At Rim / 40 Mins,NA,pos,num,Assisted Shots At Rim / 40 Minutes,NA,"The number of assisted shots at the rim (within 4.5 feet of the basket) made by the team, per 40 minutes played.","The number of assisted shots at the rim made by the player, per 40 minutes played."
atr2FgmAPg,"taps,paps",aFGM/G,ATR2 aFGM/G,1,Assisted Shots At Rim / Game,Assisted Shots At Rim / Game,NA,pos,num,Assisted Shots At Rim / Game,NA,"The number of assisted shots at the rim (within 4.5 feet of the basket) made by the team, per game.","The number of assisted shots at the rim made by the player, per game."
atr2FgmS01,"pgps,taps,paps,tgps",FGM,ATR2 FGM (0-10s),1,At Rim FGM (0-10s),At The Rim FGMs with 0-10 Secs on Shot Clock,NA,pos,int,At The Rim FGMs with 0 - 10 Seconds Left on Shot Clock,The total number of field goals made at the rim taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
atr2FgmS12,"pgps,taps,paps,tgps",FGM,ATR2 FGM (10-20s),1,At Rim FGM (10-20s),At The Rim FGMs with 10-20 Secs on Shot Clock,NA,pos,int,At The Rim FGMs with 10 - 20 Seconds Left on Shot Clock,The total number of field goals made at the rim taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
atr2FgmS23,"pgps,taps,paps,tgps",FGM,ATR2 FGM (20-30s),1,At Rim FGM (20-30s),At The Rim FGMs with 20-30 Secs on Shot Clock,NA,pos,int,At The Rim FGMs with 20 - 30 Seconds Left on Shot Clock,The total number of field goals made at the rim taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
atr2FgmU,"pgps,taps,paps,tgps",uFGM,ATR2 uFGM,1,Unassisted Shots At Rim,Unassisted Shots At Rim,NA,pos,int,Unassisted Shots At Rim,NA,The total number of unassisted shots at the rim (within 4.5 feet of the basket) made by the team.,The total number of unassisted shots at the rim made by the player.
atr2FgmUP100,"taps,paps",uFGM/100,ATR2 uFGM/100,1,Unassisted Shots At Rim / 100 Poss,Unassisted Shots At Rim / 100 Poss,NA,pos,num,Unassisted Shots At Rim / 100 Possessions,NA,"The number of unassisted shots at the rim (within 4.5 feet of the basket) made by the team, per 100 possessions played.","The number of unassisted shots at the rim made by the player, per 100 possessions played."
atr2FgmUP40,"taps,paps",uFGM/40,ATR2 uFGM/40,1,Unassisted Shots At Rim / 40 Mins,Unassisted Shots At Rim / 40 Mins,NA,pos,num,Unassisted Shots At Rim / 40 Minutes,NA,"The number of unassisted shots at the rim (within 4.5 feet of the basket) made by the team, per 40 minutes played.","The number of unassisted shots at the rim made by the player, per 40 minutes played."
atr2FgmUPg,"taps,paps",uFGM/G,ATR2 uFGM/G,1,Unassisted Shots At Rim / Game,Unassisted Shots At Rim / Game,NA,pos,num,Unassisted Shots At Rim / Game,NA,"The number of unassisted shots at the rim (within 4.5 feet of the basket) made by the team, per game.","The number of unassisted shots at the rim made by the player, per game."
atr2Orb,"taps,tgps",ORB,ATR2 ORB,1,At Rim Off Rebounds,At The Rim Offensive Rebounds,NA,pos,int,At The Rim Offensive Rebounds,The total number of offensive rebounds grabbed on the team's missed shots at the rim.,NA,NA
atr2OrbChnc,"taps,tgps",CHNC,ATR2 ORB CHNC,1,At Rim Off Rebound Chances,At The Rim Offensive Rebound Chances,NA,pos,int,At The Rim Offensive Rebound Chances,The total number of offensive rebounds chances (offensive rebounds grabbed plus opponent defensive rebounds) on the team's missed shots at the rim.,NA,NA
atr2OrbPct,"taps,tgps",ORB%,ATR2 ORB%,1,At Rim Off Rebound Pct,At The Rim Offensive Rebounding Percentage,NA,pos,pct,At The Rim Offensive Rebounding Percentage,Percentage of the team's missed shots at the rim that were offensive rebounded by the team.,NA,NA
atr2Reb,"taps,tgps",REB,ATR2 REB,1,At Rim Rebounds,At The Rim Rebounds,NA,pos,int,At The Rim Rebounds,The total number of rebounds grabbed on the team's and opponent's missed shots at the rim.,NA,NA
atr2RebChnc,"taps,tgps",CHNC,ATR2 REB CHNC,1,At Rim Rebound Chances,At The Rim Rebound Chances,NA,pos,int,At The Rim Rebound Chances,The total number of rebounds chances (rebounds grabbed plus opponent rebounds) on the team's and opponent's missed shots at the rim.,NA,NA
atr2RebPct,"taps,tgps",REB%,ATR2 REB%,1,At Rim Rebound Pct,At The Rim Rebounding Percentage,NA,pos,pct,At The Rim Rebounding Percentage,Percentage of the team's and opponent's missed shots at the rim that were rebounded by the team.,NA,NA
avgPoss,gfl,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
behindHoopFgPct,"pgps,taps,paps,tgps",FG%,BH FG%,1,Behind The Hoop FG%,Behind The Hoop FG%,NA,pos,pct,Behind The Hoop Field Goal Percentage,Field goal percentage on shots taken behind the hoop.,NA,NA
behindHoopFga,"pgps,taps,paps,tgps",FGA,BH FGA,1,Behind The Hoop FGA,Behind The Hoop FGA,NA,pos,int,Behind The Hoop Field Goal Attempts,Field goal attempts taken behind the hoop.,NA,NA
behindHoopFgaFreq,"pgps,taps,paps,tgps",FGA%,BH FGA%,1,Behind The Hoop FGA%,Behind The Hoop FGA%,NA,pos,pct,Behind The Hoop Field Goal Attempt Frequency,Percentage of shots taken behind the hoop.,NA,NA
behindHoopFgaP100,"taps,paps",FGA/100,BH FGA/100,1,Behind The Hoop FGA / 100 Poss,Behind The Hoop FGA / 100 Poss,NA,pos,num,Behind The Hoop Field Goal Attempts / 100 Possessions,Field goal attempts taken behind the hoop per 100 possessions played.,NA,NA
behindHoopFgaP40,"taps,paps",FGA/40,BH FGA/40,1,Behind The Hoop FGA / 40 Mins,Behind The Hoop FGA / 40 Mins,NA,pos,num,Behind The Hoop Field Goal Attempts / 40 Minutes,Field goal attempts taken behind the hoop per 40 minutes played.,NA,NA
behindHoopFgaPg,"taps,paps",FGA/G,BH FGA/G,1,Behind The Hoop FGA / Game,Behind The Hoop FGA / Game,NA,pos,num,Behind The Hoop Field Goal Attempts / Game,Field goal attempts taken behind the hoop per game.,NA,NA
behindHoopFgm,"pgps,taps,paps,tgps",FGM,BH FGM,1,Behind The Hoop FGM,Behind The Hoop FGM,NA,pos,int,Behind The Hoop Field Goals Made,Field goals made on shots taken behind the hoop.,NA,NA
benchPts,"tgs,tas",BENCH,BENCH,1,Bench Points,Bench Points,NA,pos,int,Bench Points,The total number of bench points.,NA,NA
benchPtsP100,tas,BENCH/100,BENCH/100,1,Bench / 100 Poss,Bench Points / 100 Poss,NA,pos,num,Bench Points / 100 Poss,An estimate of the number of bench points per 100 possessions played.,NA,NA
benchPtsP40,tas,BENCH/40,BENCH/40,1,Bench / 40 Mins,Bench Points / 40 Mins,NA,pos,num,Bench Points / 40 Mins,The number of bench points per 40 minutes played.,NA,NA
benchPtsPg,tas,BENCH/G,BENCH/G,1,Bench / Game,Bench Points / Game,NA,pos,num,Bench Points / Game,The number of bench points per game.,NA,NA
blk,"tgs,pas,tas,pgs,taps,lu,tgps,oo",BLK,BLK,1,Blocks,Blocks,NA,pos,int,Blocks,The total number of blocks.,NA,NA
blkP100,"pas,tas,lu,oo",BLK/100,BLK/100,1,Blocks / 100 Poss,Blocks / 100 Poss,NA,pos,num,Blocks / 100 Poss,An estimate of the number of blocks per 100 possessions played.,NA,NA
blkP40,"pas,tas,lu,oo",BLK/40,BLK/40,1,Blocks / 40 Mins,Blocks / 40 Mins,NA,pos,num,Blocks / 40 Mins,The number of blocks per 40 minutes played.,NA,NA
blkPct,"tgs,pas,tas,pgs,lu,oo",BLK%,BLK%,1,Block Pct,Block Percentage,Percentage of opponent 2PMs blocked,pos,pct,Block Percentage,NA,Percentage of the opponent's two-point field goal attempts blocked by the team.,An estimate of the percentage of opponent two-point field goal attempts blocked by the player while he was on the floor.
blkPerPf,"tgs,pas,tas,pgs,lu,oo",BLK/PF,BLK/PF,1,Blocks / PF,Blocks / Personal Foul,NA,pos,ratio,Blocks Per Personal Foul,NA,The ratio of blocks to personal fouls committed by the team.,The ratio of blocks to personal fouls committed by the player.
blkPg,"pas,tas",BLK/G,BLK/G,1,Blocks / Game,Blocks / Game,NA,pos,num,Blocks / Game,The number of blocks per game.,NA,NA
blkd,"tgs,pas,tas,pgs",BLKD,BLKD,1,Blocked,Blocked,NA,neg,int,Blocked,The total number of times blocked.,NA,NA
blkdP100,"pas,tas",BLKD/100,BLKD/100,1,Blocked / 100 Poss,Blocked / 100 Poss,NA,neg,num,Blocked / 100 Poss,An estimate of the number of times blocked per 100 possessions played.,NA,NA
blkdP40,"pas,tas",BLKD/40,BLKD/40,1,Blocked / 40 Mins,Blocked / 40 Mins,NA,neg,num,Blocked / 40 Mins,The number of times blocked per 40 minutes played.,NA,NA
blkdPerFga,pas,BLKD/FGA,BLKD/FGA,1,Blocked / FGA,Blocked / FGA,NA,pos,ratio,Blocked / FGA,NA,NA,The ratio of shots blocked to field goal attempts by the player.
blkdPg,"pas,tas",BLKD/G,BLKD/G,1,Blocked / Game,Blocked / Game,NA,neg,num,Blocked / Game,The number of times blocked per game.,NA,NA
c3Ast,"pgps,paps",AST,C3 AST,1,Corner 3s Assists,Corner 3s Assists,NA,pos,int,Corner 3s Assists,The total number of assists where the shooter scored a corner 3.,NA,NA
c3AstP100,paps,AST/100,C3 AST/100,1,Corner 3s Assists / 100 Poss,Corner 3s Assists / 100 Poss,NA,pos,num,Corner 3s Assists / 100 Poss,The total number of assists per 100 possessions where the shooter scored a corner 3.,NA,NA
c3AstP40,"pgps,paps",AST/40,C3 AST/40,1,Corner 3s Assists / 40 Mins,Corner 3s Assists / 40 Mins,NA,pos,num,Corner 3s Assists / 40 Mins,The total number of assists per 40 minutes where the shooter scored a corner 3.,NA,NA
c3AstPg,paps,AST/G,C3 AST/G,1,Corner 3s Assists / Game,Corner 3s Assists / Game,NA,pos,num,Corner 3s Assists / Game,The total number of assists per game where the shooter scored a corner 3.,NA,NA
c3AstdPct,"pgps,taps,paps,tgps",ASTD%,C3 ASTD%,1,Corner 3s Assisted Pct,Corner 3s Assisted Pct,NA,pos,pct,Corner 3s Assisted Percentage,The percentage of shots made on corner 3s that were assisted.,NA,NA
c3Drb,"taps,tgps",DRB,C3 DRB,1,Corner 3s Def Rebounds,Corner 3s Defensive Rebounds,NA,pos,int,Corner 3s Defensive Rebounds,The total number of defensive rebounds grabbed on opponent's missed corner 3s.,NA,NA
c3DrbChnc,"taps,tgps",CHNC,C3 DRB CHNC,1,Corner 3s Def Rebound Chances,Corner 3s Defensive Rebound Chances,NA,pos,int,Corner 3s Defensive Rebound Chances,The total number of defensive rebounds chances (defensive rebounds grabbed plus opponent offensive rebounds) on opponent's missed corner 3s.,NA,NA
c3DrbPct,"taps,tgps",DRB%,C3 DRB%,1,Corner 3s Def Rebound Pct,Corner 3s Defensive Rebounding Percentage,NA,pos,pct,Corner 3s Defensive Rebounding Percentage,Percentage of the opponent's missed corner 3s that were defensive rebounded by the team.,NA,NA
c3FgPct,"pgps,taps,paps,lu,tgps,oo",FG%,C3 FG%,1,Corner 3s FG%,Corner 3s FG%,NA,pos,pct,Corner 3s Field Goal Percentage,Field goal percentage on corner 3-pointers.,NA,NA
c3FgPctS01,"pgps,taps,paps,tgps",FG%,C3 FG% (0-10s),1,Corner 3s FG% (0-10s on Shot Clock),Corner 3s FG% with 0-10 Secs on Shot Clock,NA,pos,pct,Corner 3s FG% with 0-10 Secs on Shot Clock,Field goal percentage on corner 3s taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
c3FgPctS12,"pgps,taps,paps,tgps",FG%,C3 FG% (10-20s),1,Corner 3s FG% (10-20s on Shot Clock),Corner 3s FG% with 10-20 Secs on Shot Clock,NA,pos,pct,Corner 3s FG% with 10-20 Secs on Shot Clock,Field goal percentage on corner 3s taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
c3FgPctS23,"pgps,taps,paps,tgps",FG%,C3 FG% (20-30s),1,Corner 3s FG% (20-30s on Shot Clock),Corner 3s FG% with 20-30 Secs on Shot Clock,NA,pos,pct,Corner 3s FG% with 20-30 Secs on Shot Clock,Field goal percentage on corner 3s taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
c3Fga,"pgps,taps,paps,lu,tgps,oo",FGA,C3 FGA,1,CNR 3s FGA,Corner 3s FGA,NA,pos,int,Corner 3s Field Goal Attempts,Field goal attempts on corner 3-pointers.,NA,NA
c3FgaFreq,"pgps,taps,paps,lu,tgps,oo",FGA%,C3 FGA%,1,CNR 3s FGA%,Corner 3s FGA%,NA,pos,pct,Corner 3s Field Goal Attempt Frequency,Percentage of shots taken as corner 3-pointers.,NA,NA
c3FgaFreqAllS01,"pgps,taps,paps,tgps",FGA%,C3 FGA% (0-10s) A,1,CNR 3s FGA% (0-10s) % All,Corner 3s FGA% (0-10s) % of all shots,NA,pos,pct,"Corner 3s FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were corner 3s with 0 - 10 seconds remaining on the shot clock.,NA,NA
c3FgaFreqAllS12,"pgps,taps,paps,tgps",FGA%,C3 FGA% (10-20s) A,1,CNR 3s FGA% (10-20s) % All,Corner 3s FGA% (10-20s) % of all shots,NA,pos,pct,"Corner 3s FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were corner 3s with 10 - 20 seconds remaining on the shot clock.,NA,NA
c3FgaFreqAllS23,"pgps,taps,paps,tgps",FGA%,C3 FGA% (20-30s) A,1,CNR 3s FGA% (20-30s) % All,Corner 3s FGA% (20-30s) % of all shots,NA,pos,pct,"Corner 3s FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of all shots)",Percentage of all shots taken that were corner 3s with 20 - 30 seconds remaining on the shot clock.,NA,NA
c3FgaFreqClockS01,"pgps,taps,paps,tgps",FGA%,C3 FGA% (0-10s) C,1,CNR 3s FGA% (0-10s) % Clock,Corner 3s FGA% (0-10s) % of 0-10s shots,NA,pos,pct,"Corner 3s FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of  0 - 10s shots)",Percentage of all shots taken with 0 - 10 seconds remaining on the shot clock that were corner 3s.,NA,NA
c3FgaFreqClockS12,"pgps,taps,paps,tgps",FGA%,C3 FGA% (10-20s) C,1,CNR 3s FGA% (10-20s) % Clock,Corner 3s FGA% (10-20s) % of 10-20s shots,NA,pos,pct,"Corner 3s FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of 10 - 20s shots)",Percentage of all shots taken with 10 - 20 seconds remaining on the shot clock that were corner 3s.,NA,NA
c3FgaFreqClockS23,"pgps,taps,paps,tgps",FGA%,C3 FGA% (20-30s) C,1,CNR 3s FGA% (20-30s) % Clock,Corner 3s FGA% (20-30s) % of 20-30s shots,NA,pos,pct,"Corner 3s FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of 20 - 30s shots)",Percentage of all shots taken with 20 - 30 seconds remaining on the shot clock that were corner 3s.,NA,NA
c3FgaFreqZoneS01,"pgps,taps,paps,tgps",FGA%,C3 FGA% (0-10s) Z,1,CNR 3s FGA% (0-10s) % CNR 3s,Corner 3s FGA% (0-10s) % of ATR,NA,pos,pct,"Corner 3s FGA Freq, 0 - 10 Seconds Left on Shot Clock (% of CNR 3s)",Percentage of all corner 3s that were taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
c3FgaFreqZoneS12,"pgps,taps,paps,tgps",FGA%,C3 FGA% (10-20s) Z,1,CNR 3s FGA% (10-20s) % CNR 3s,Corner 3s FGA% (10-20s) % of ATR,NA,pos,pct,"Corner 3s FGA Freq, 10 - 20 Seconds Left on Shot Clock (% of CNR 3s)",Percentage of all corner 3s that were taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
c3FgaFreqZoneS23,"pgps,taps,paps,tgps",FGA%,C3 FGA% (20-30s) Z,1,CNR 3s FGA% (20-30s) % CNR 3s,Corner 3s FGA% (20-30s) % of ATR,NA,pos,pct,"Corner 3s FGA Freq, 20 - 30 Seconds Left on Shot Clock (% of CNR 3s)",Percentage of all corner 3s that were taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
c3FgaP100,"taps,paps,lu,oo",FGA/100,C3 FGA/100,1,CNR 3s FGA / 100,Corner 3s FGA / 100 Poss,NA,pos,num,Corner 3s Field Goal Attempts / 100 Possessions,Field goal attempts on corner 3s per 100 possessions played.,NA,NA
c3FgaP40,"taps,paps,lu,oo",FGA/40,C3 FGA/40,1,CNR 3s FGA / 40,Corner 3s FGA / 40 Mins,NA,pos,num,Corner 3s Field Goal Attempts / 40 Minutes,Field goal attempts on corner 3s per 40 minutes played.,NA,NA
c3FgaPg,"taps,paps",FGA/G,C3 FGA/G,1,CNR 3s FGA / Game,Corner 3s FGA / Game,NA,pos,num,Corner 3s Field Goal Attempts / Game,Field goal attempts on corner 3s per game.,NA,NA
c3FgaS01,"pgps,taps,paps,tgps",FGA,C3 FGA (0-10s),1,CNR 3s FGA (0-10s),Corner 3s FGAs with 0-10 Secs on Shot Clock,NA,pos,int,Corner 3s FGAs with 0 - 10 Seconds Left on Shot Clock,The total number of field goal attempts on corner 3s taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
c3FgaS12,"pgps,taps,paps,tgps",FGA,C3 FGA (10-20s),1,CNR 3s FGA (10-20s),Corner 3s FGAs with 10-20 Secs on Shot Clock,NA,pos,int,Corner 3s FGAs with 10 - 20 Seconds Left on Shot Clock,The total number of field goal attempts on corner 3s taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
c3FgaS23,"pgps,taps,paps,tgps",FGA,C3 FGA (20-30s),1,CNR 3s FGA (20-30s),Corner 3s FGAs with 20-30 Secs on Shot Clock,NA,pos,int,Corner 3s FGAs with 20 - 30 Seconds Left on Shot Clock,The total number of field goal attempts on corner 3s taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
c3Fgm,"pgps,taps,paps,lu,tgps,oo",FGM,C3 FGM,1,CNR 3s FGM,Corner 3s FGM,NA,pos,int,Corner 3s Field Goals Made,The total number of field goals made on corner 3s.,NA,NA
c3FgmA,"pgps,taps,paps,tgps",aFGM,C3 aFGM,1,Assisted Corner 3s,Assisted Corner 3s,NA,pos,int,Assisted Corner 3s,NA,The total number of assisted corner 3-pointers made by the team.,The total number of assisted corner 3-pointers made by the player.
c3FgmAP100,"taps,paps",aFGM/100,C3 aFGM/100,1,Assisted Corner 3s / 100 Poss,Assisted Corner 3s / 100 Poss,NA,pos,num,Assisted Corner 3s / 100 Possessions,NA,"The number of assisted corner 3-pointers made by the team, per 100 possessions played.","The number of assisted corner 3-pointers made by the player, per 100 possessions played."
c3FgmAP40,"taps,paps",aFGM/40,C3 aFGM/40,1,Assisted Corner 3s / 40 Mins,Assisted Corner 3s / 40 Mins,NA,pos,num,Assisted Corner 3s / 40 Minutes,NA,"The number of assisted corner 3-pointers made by the team, per 40 minutes played.","The number of assisted corner 3-pointers made by the player, per 40 minutes played."
c3FgmAPg,"taps,paps",aFGM/G,C3 aFGM/G,1,Assisted Corner 3s / Game,Assisted Corner 3s / Game,NA,pos,num,Assisted Corner 3s / Game,NA,"The number of assisted corner 3-pointers made by the team, per game.","The number of assisted corner 3-pointers made by the player, per game."
c3FgmS01,"pgps,taps,paps,tgps",FGM,C3 FGM (0-10s),1,CNR 3s FGM (0-10s),Corner 3s FGMs with 0-10 Secs on Shot Clock,NA,pos,int,Corner 3s FGMs with 0 - 10 Seconds Left on Shot Clock,The total number of field goals made on corner 3s taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
c3FgmS12,"pgps,taps,paps,tgps",FGM,C3 FGM (10-20s),1,CNR 3s FGM (10-20s),Corner 3s FGMs with 10-20 Secs on Shot Clock,NA,pos,int,Corner 3s FGMs with 10 - 20 Seconds Left on Shot Clock,The total number of field goals made on corner 3s taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
c3FgmS23,"pgps,taps,paps,tgps",FGM,C3 FGM (20-30s),1,CNR 3s FGM (20-30s),Corner 3s FGMs with 20-30 Secs on Shot Clock,NA,pos,int,Corner 3s FGMs with 20 - 30 Seconds Left on Shot Clock,The total number of field goals made on corner 3s taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
